Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3083.43,7,0.5,-1665.0522
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.618,2,0.7,-7.0532
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,124.2,3,0.2,15.525
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,86.304,6,0.2,9.7092
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,6.858,6,0.7,-5.715
US-2015-150630,17-09-2015,21-09-2015,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,15.76,2,0.2,3.546
CA-2017-107727,19-10-2017,23-10-2017,Second Class,Matt Abelman,Home Office,Houston,Texas,Central,Office Supplies,Paper,29.472,3,0.2,9.9468
CA-2016-117590,08-12-2016,10-12-2016,First Class,Gene Hale,Corporate,Richardson,Texas,Central,Technology,Phones,1097.544,7,0.2,123.4737
CA-2016-117590,08-12-2016,10-12-2016,First Class,Gene Hale,Corporate,Richardson,Texas,Central,Furniture,Furnishings,190.92,5,0.6,-147.963
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,Steve Nguyen,Home Office,Houston,Texas,Central,Furniture,Bookcases,532.3992,3,0.32,-46.9764
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,Steve Nguyen,Home Office,Houston,Texas,Central,Furniture,Chairs,212.058,3,0.3,-15.147
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,Steve Nguyen,Home Office,Houston,Texas,Central,Technology,Phones,371.168,4,0.2,41.7564
CA-2017-120999,10-09-2017,15-09-2017,Standard Class,Linda Cazamias,Corporate,Naperville,Illinois,Central,Technology,Phones,147.168,4,0.2,16.5564
CA-2016-101343,17-07-2016,22-07-2016,Standard Class,Ruben Ausman,Corporate,Los Angeles,California,West,Office Supplies,Storage,77.88,2,0,3.894
CA-2017-139619,19-09-2017,23-09-2017,Standard Class,Erin Smith,Corporate,Melbourne,Florida,South,Office Supplies,Storage,95.616,2,0.2,9.5616
CA-2016-118255,11-03-2016,13-03-2016,First Class,Odella Nelson,Corporate,Eagan,Minnesota,Central,Technology,Accessories,45.98,2,0,19.7714
CA-2016-118255,11-03-2016,13-03-2016,First Class,Odella Nelson,Corporate,Eagan,Minnesota,Central,Office Supplies,Binders,17.46,2,0,8.2062
CA-2016-169194,20-06-2016,25-06-2016,Standard Class,Lena Hernandez,Consumer,Dover,Delaware,East,Technology,Accessories,45,3,0,4.95
CA-2016-169194,20-06-2016,25-06-2016,Standard Class,Lena Hernandez,Consumer,Dover,Delaware,East,Technology,Phones,21.8,2,0,6.104
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,Darren Powers,Consumer,New Albany,Indiana,Central,Office Supplies,Binders,38.22,6,0,17.9634
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,Darren Powers,Consumer,New Albany,Indiana,Central,Furniture,Furnishings,6.16,2,0,2.9568
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,Darren Powers,Consumer,New Albany,Indiana,Central,Furniture,Chairs,89.99,1,0,17.0981
CA-2016-105816,11-12-2016,17-12-2016,Standard Class,Janet Molinari,Corporate,New York City,New York,East,Technology,Phones,1029.95,5,0,298.6855
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Storage,208.56,6,0,52.14
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Paper,32.4,5,0,15.552
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Furniture,Chairs,319.41,5,0.1,7.098
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Paper,14.56,2,0,6.9888
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Technology,Accessories,30,2,0,3.3
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Binders,48.48,4,0.2,16.362
CA-2016-111682,17-06-2016,18-06-2016,First Class,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Art,1.68,1,0,0.84
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,Kunst Miller,Consumer,Los Angeles,California,West,Technology,Accessories,13.98,2,0,6.1512
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,Kunst Miller,Consumer,Los Angeles,California,West,Office Supplies,Binders,25.824,6,0.2,9.3612
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,Kunst Miller,Consumer,Los Angeles,California,West,Office Supplies,Paper,146.73,3,0,68.9631
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,Kunst Miller,Consumer,Los Angeles,California,West,Furniture,Furnishings,79.76,4,0,22.3328
US-2015-164175,30-04-2015,05-05-2015,Standard Class,Paul Stevenson,Home Office,Chicago,Illinois,Central,Furniture,Chairs,213.115,5,0.3,-15.2225
CA-2016-119823,04-06-2016,06-06-2016,First Class,Karen Daniels,Consumer,Springfield,Virginia,South,Office Supplies,Paper,75.88,2,0,35.6636
CA-2016-106075,18-09-2016,23-09-2016,Standard Class,Henry MacAllister,Consumer,New York City,New York,East,Office Supplies,Binders,4.616,1,0.2,1.731
CA-2017-114440,14-09-2017,17-09-2017,Second Class,Tracy Blumstein,Consumer,Jackson,Michigan,Central,Office Supplies,Paper,19.05,3,0,8.763
US-2015-134026,26-04-2015,02-05-2015,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,South,Furniture,Chairs,831.936,8,0.2,-114.3912
US-2015-134026,26-04-2015,02-05-2015,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,97.04,2,0.2,1.213
US-2015-134026,26-04-2015,02-05-2015,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,72.784,1,0.2,-18.196
US-2017-118038,09-12-2017,11-12-2017,First Class,Ken Brennan,Corporate,Houston,Texas,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344
US-2017-118038,09-12-2017,11-12-2017,First Class,Ken Brennan,Corporate,Houston,Texas,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248
US-2017-118038,09-12-2017,11-12-2017,First Class,Ken Brennan,Corporate,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.724
CA-2016-127208,12-06-2016,15-06-2016,First Class,Stewart Carmichael,Corporate,Decatur,Alabama,South,Office Supplies,Binders,16.74,3,0,8.0352
US-2017-119662,13-11-2017,16-11-2017,First Class,Christopher Schild,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549
CA-2017-140088,28-05-2017,30-05-2017,Second Class,Patrick O'Donnell,Consumer,Columbia,South Carolina,South,Furniture,Chairs,301.96,2,0,33.2156
CA-2017-155558,26-10-2017,02-11-2017,Standard Class,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,Technology,Accessories,19.99,1,0,6.7966
CA-2016-159695,05-04-2016,10-04-2016,Second Class,Gary Mitchum,Home Office,Houston,Texas,Central,Office Supplies,Storage,158.368,7,0.2,13.8572
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Art,20.1,3,0,6.633
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Technology,Phones,73.584,2,0.2,8.2782
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0,3.1104
CA-2015-149587,31-01-2015,05-02-2015,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,12.96,2,0,6.2208
CA-2015-149587,31-01-2015,05-02-2015,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,53.34,3,0,16.5354
CA-2015-149587,31-01-2015,05-02-2015,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,32.96,2,0,16.1504
US-2017-109484,06-11-2017,12-11-2017,Standard Class,Roger Barcio,Home Office,Portland,Oregon,West,Office Supplies,Binders,5.682,1,0.7,-3.788
CA-2017-161018,09-11-2017,11-11-2017,Second Class,Parhena Norris,Home Office,New York City,New York,East,Furniture,Furnishings,96.53,7,0,40.5426
CA-2017-157833,17-06-2017,20-06-2017,First Class,Katherine Ducich,Consumer,San Francisco,California,West,Office Supplies,Binders,51.312,3,0.2,17.9592
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,64.624,7,0.2,22.6184
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Technology,Accessories,95.976,3,0.2,-10.7973
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
CA-2016-129903,01-12-2016,04-12-2016,Second Class,Gary Zandusky,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,23.92,4,0,11.7208
US-2015-156867,13-11-2015,17-11-2015,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Technology,Accessories,238.896,6,0.2,-26.8758
US-2015-156867,13-11-2015,17-11-2015,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Furniture,Furnishings,102.36,3,0.2,-3.8385
US-2015-156867,13-11-2015,17-11-2015,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Office Supplies,Binders,36.882,3,0.7,-25.8174
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Accessories,74.112,8,0.2,17.6016
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Phones,27.992,1,0.2,2.0994
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,3.304,1,0.2,1.0738
CA-2015-129476,15-10-2015,20-10-2015,Standard Class,Pete Armstrong,Home Office,Orland Park,Illinois,Central,Technology,Accessories,339.96,5,0.2,67.992
CA-2017-146780,25-12-2017,30-12-2017,Standard Class,Cynthia Voltz,Corporate,New York City,New York,East,Furniture,Furnishings,41.96,2,0,10.9096
CA-2016-128867,03-11-2016,10-11-2016,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,75.96,2,0,22.788
CA-2016-128867,03-11-2016,10-11-2016,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,27.24,6,0,13.3476
CA-2015-110457,02-03-2015,06-03-2015,Standard Class,Dave Kipp,Consumer,Seattle,Washington,West,Furniture,Tables,787.53,3,0,165.3813
US-2015-136476,05-04-2015,10-04-2015,Standard Class,Greg Guthrie,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,157.794,1,0.7,-115.7156
CA-2016-103730,12-06-2016,15-06-2016,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,47.04,3,0,18.3456
CA-2016-103730,12-06-2016,15-06-2016,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,30.84,4,0,13.878
CA-2016-103730,12-06-2016,15-06-2016,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,226.56,6,0,63.4368
CA-2016-103730,12-06-2016,15-06-2016,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Technology,Phones,68.04,7,0,19.7316
US-2017-107272,05-11-2017,12-11-2017,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2.388,2,0.7,-1.8308
US-2017-107272,05-11-2017,12-11-2017,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,243.992,7,0.2,30.499
US-2016-125969,06-11-2016,10-11-2016,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602
US-2016-125969,06-11-2016,10-11-2016,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Furnishings,238.56,3,0,26.2416
US-2017-164147,02-02-2017,05-02-2017,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,East,Technology,Phones,59.97,5,0.4,-11.994
US-2017-164147,02-02-2017,05-02-2017,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Paper,78.304,2,0.2,29.364
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,20.04,3,0,9.6192
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,35.44,1,0,16.6568
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Art,11.52,4,0,3.456
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Binders,76.176,3,0.2,26.6616
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Furniture,Furnishings,43.12,14,0,20.6976
CA-2016-110366,05-09-2016,07-09-2016,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,82.8,2,0.2,10.35
CA-2017-106180,18-09-2017,23-09-2017,Standard Class,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Art,8.82,3,0,2.3814
CA-2017-106180,18-09-2017,23-09-2017,Standard Class,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Paper,143.7,3,0,68.976
CA-2015-110744,07-09-2015,12-09-2015,Standard Class,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,671.93,7,0,20.1579
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,384.45,11,0,103.8015
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,149.97,3,0,5.9988
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84,8,0,585.552
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,171.55,5,0,80.6285
CA-2016-158834,13-03-2016,16-03-2016,First Class,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Technology,Phones,203.184,2,0.2,15.2388
CA-2015-124919,31-05-2015,02-06-2015,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,58.38,7,0,26.271
CA-2015-124919,31-05-2015,02-06-2015,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,105.52,4,0,48.5392
CA-2015-124919,31-05-2015,02-06-2015,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Storage,80.88,6,0,21.0288
CA-2015-118948,28-05-2015,03-06-2015,Standard Class,Neil Knudson,Home Office,Seattle,Washington,West,Office Supplies,Art,6.63,3,0,1.7901
CA-2016-114104,20-11-2016,24-11-2016,Standard Class,Nora Paige,Consumer,Edmond,Oklahoma,Central,Technology,Phones,944.93,7,0,236.2325
CA-2016-162733,11-05-2016,12-05-2016,First Class,Ted Trevino,Consumer,Los Angeles,California,West,Office Supplies,Paper,5.98,1,0,2.691
CA-2015-119697,28-12-2015,31-12-2015,Second Class,Eric Murdock,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,54.384,2,0.2,1.3596
CA-2016-113817,07-11-2016,11-11-2016,Standard Class,Max Jones,Consumer,Seattle,Washington,West,Office Supplies,Binders,27.68,2,0.2,9.688
US-2015-101511,21-11-2015,23-11-2015,Second Class,Joel Eaton,Consumer,Newark,Ohio,East,Furniture,Chairs,396.802,7,0.3,-11.3372
CA-2015-137225,15-12-2015,19-12-2015,Standard Class,Jim Kriz,Home Office,New York City,New York,East,Office Supplies,Art,3.28,1,0,1.4104
CA-2016-105018,28-11-2016,02-12-2016,Standard Class,Sally Knutson,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,7.16,2,0,3.4368
CA-2016-157000,16-07-2016,22-07-2016,Standard Class,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,37.224,3,0.2,3.7224
CA-2016-157000,16-07-2016,22-07-2016,Standard Class,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,20.016,3,0.2,6.255
CA-2015-102281,12-10-2015,14-10-2015,First Class,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,899.136,4,0.2,112.392
CA-2015-102281,12-10-2015,14-10-2015,First Class,Mark Packer,Home Office,New York City,New York,East,Technology,Phones,71.76,6,0,20.0928
CA-2015-102281,12-10-2015,14-10-2015,First Class,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Paper,51.84,8,0,24.8832
CA-2015-102281,12-10-2015,14-10-2015,First Class,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,626.352,3,0.2,46.9764
CA-2015-102281,12-10-2015,14-10-2015,First Class,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Art,19.9,5,0,6.567
CA-2017-107720,06-11-2017,13-11-2017,Standard Class,Valerie Mitchum,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,46.26,3,0,12.0276
US-2017-124303,06-07-2017,13-07-2017,Standard Class,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.946,2,0.7,-2.2586
US-2017-124303,06-07-2017,13-07-2017,Standard Class,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.056,3,0.2,5.8203
CA-2017-105074,24-06-2017,29-06-2017,Standard Class,Maria Bertelson,Consumer,Akron,Ohio,East,Office Supplies,Paper,21.744,3,0.2,6.795
CA-2017-126382,03-06-2017,07-06-2017,Standard Class,Heather Kirkland,Corporate,Franklin,Tennessee,South,Furniture,Furnishings,35.168,7,0.2,9.6712
CA-2017-108329,09-12-2017,14-12-2017,Standard Class,Laurel Elliston,Consumer,Whittier,California,West,Technology,Phones,444.768,4,0.2,44.4768
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,83.92,4,0,5.8744
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Technology,Phones,131.98,2,0,35.6346
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Binders,15.92,4,0,7.4824
CA-2017-135860,01-12-2017,07-12-2017,Standard Class,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,91.99,1,0,3.6796
CA-2015-101007,09-02-2015,13-02-2015,Second Class,Michael Stewart,Corporate,Dallas,Texas,Central,Technology,Accessories,20.8,2,0.2,6.5
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,Victoria Wilson,Corporate,Medina,Ohio,East,Furniture,Bookcases,452.45,5,0.5,-244.323
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Phones,62.982,3,0.4,-14.6958
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Machines,1188,9,0.7,-950.4
CA-2015-146262,02-01-2015,09-01-2015,Standard Class,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Accessories,89.584,2,0.2,4.4792
CA-2016-130162,28-10-2016,01-11-2016,Standard Class,Jonathan Howell,Consumer,Los Angeles,California,West,Office Supplies,Storage,93.06,6,0,26.0568
CA-2016-130162,28-10-2016,01-11-2016,Standard Class,Jonathan Howell,Consumer,Los Angeles,California,West,Technology,Phones,302.376,3,0.2,22.6782
CA-2015-169397,24-12-2015,27-12-2015,First Class,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Paper,22.704,6,0.2,8.2302
CA-2015-169397,24-12-2015,27-12-2015,First Class,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Binders,19.776,4,0.7,-13.8432
CA-2015-169397,24-12-2015,27-12-2015,First Class,Joni Blumstein,Consumer,Dublin,Ohio,East,Furniture,Furnishings,72.704,4,0.2,19.0848
CA-2015-169397,24-12-2015,27-12-2015,First Class,Joni Blumstein,Consumer,Dublin,Ohio,East,Technology,Machines,479.988,4,0.7,-383.9904
CA-2015-169397,24-12-2015,27-12-2015,First Class,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Art,27.168,2,0.2,2.7168
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Art,2.2,1,0,0.968
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Furniture,Tables,622.45,5,0,136.939
CA-2015-163055,09-08-2015,16-08-2015,Standard Class,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,21.98,1,0,0.2198
US-2015-145436,28-02-2015,04-03-2015,Standard Class,Valerie Dominguez,Consumer,Columbia,Tennessee,South,Furniture,Chairs,161.568,2,0.2,-28.2744
US-2015-145436,28-02-2015,04-03-2015,Standard Class,Valerie Dominguez,Consumer,Columbia,Tennessee,South,Furniture,Chairs,389.696,8,0.2,43.8408
US-2017-100930,07-04-2017,12-04-2017,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Tables,233.86,2,0.45,-102.048
US-2017-100930,07-04-2017,12-04-2017,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Tables,620.6145,3,0.45,-248.2458
US-2017-100930,07-04-2017,12-04-2017,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Office Supplies,Binders,5.328,2,0.7,-3.552
US-2017-100930,07-04-2017,12-04-2017,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Furniture,Furnishings,258.072,3,0.2,0
US-2017-100930,07-04-2017,12-04-2017,Standard Class,Christopher Schild,Home Office,Tampa,Florida,South,Technology,Accessories,617.976,3,0.2,-7.7247
CA-2017-160514,12-11-2017,16-11-2017,Standard Class,David Bremer,Corporate,Santa Clara,California,West,Office Supplies,Paper,10.56,2,0,4.752
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.92,5,0.2,9.396
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,419.68,5,0.6,-356.728
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Technology,Phones,31.984,2,0.2,11.1944
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Tables,177.225,5,0.5,-120.513
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308
CA-2016-157749,04-06-2016,09-06-2016,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.408,2,0.2,1.2038
CA-2016-154739,10-12-2016,15-12-2016,Second Class,Logan Haushalter,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372
CA-2016-145625,11-09-2016,17-09-2016,Standard Class,Kelly Collister,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,0,3.5767
CA-2016-145625,11-09-2016,17-09-2016,Standard Class,Kelly Collister,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,0,636.0003
CA-2016-146941,10-12-2016,13-12-2016,First Class,Delfina Latchford,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0,22.5624
US-2015-159982,28-11-2015,04-12-2015,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924
US-2015-159982,28-11-2015,04-12-2015,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624
US-2015-159982,28-11-2015,04-12-2015,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044
US-2015-159982,28-11-2015,04-12-2015,Standard Class,Dan Reichenbach,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916
CA-2017-163139,01-12-2017,03-12-2017,Second Class,Craig Carreira,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0,6.9258
